source	/home/ubuntu/davis_root/superpowers/fleet/it/L/reg/l8	info	2 id(s) in /home/ubuntu/davis_root/superpowers/fleet/it/L/reg/l8/ISSUES.md, 2 new: L8-1, L8-2		
no-prior-state	/home/ubuntu/davis_root/superpowers/fleet/it/L/reg/l8	violation	this tick had NO state file for /home/ubuntu/davis_root/superpowers/fleet/it/L/reg/l8, so its diff had no memory and 2 of 2 id(s) read as new. RI-28..31 were harvested exactly this way, on the first tick of the loop that wrote the lesson. The memory has now been written, so the NEXT tick is trustworthy — this one is not.	the next tick runs against the state file this one wrote	this loop, on its next tick
population	/home/ubuntu/davis_root/superpowers/fleet/it/L/home-l8/harvest/sources.json	info	examined 1 watched source(s) at 2026-07-31T00:23:08Z, 0 of them past a 1800s cadence window (live_work=True), from /home/ubuntu/davis_root/superpowers/fleet/it/L/home-l8/harvest/sources.json		
